document_id	entity_type	entity_text	entity_span
26087634_ru	PHYS	ИАГ	711-714
26087634_ru	PHYS	пола	717-721
26087634_ru	PHYS	ИАГ	732-735
26087634_ru	CHEM	инсулиноподобного фактора роста 1-го типа	776-817
26087634_ru	FINDING	Не обнаружено корреляций	827-851
26087634_ru	PHYS	возрастом	864-873
26087634_ru	DISO	аденомы	897-904
26087634_ru	CHEM	соматотропного гормона	915-937
26087634_ru	DISO	АМ	1012-1014
26087634_ru	PHYS	ИАГ	1023-1026
26087634_ru	PHYS	ИМТ	1159-1162
26087634_ru	DISO	НДС	1276-1279
26087634_ru	DISO	обструктивные нарушения	1329-1352
26087634_ru	DISO	НДС	1397-1400
26087634_ru	PHYS	ИМТ	1403-1406
26087634_ru	DISO	АМ	1421-1423
26087634_ru	CHEM	ИФР-1	1433-1438
26087634_ru	DISO	НДС	1501-1504
26087634_ru	PHYS	ИМТ	1529-1532
26087634_ru	PHYS	ИМТ	1553-1556
26087634_ru	DISO	НДС	1606-1609
26087634_ru	DISO	акромегалией	89-101
26087634_ru	PHYS	ИМТ	430-433
26087634_ru	DISO	апноэ	644-649
26087634_ru	DISO	апноэ	145-150
26087634_ru	DISO	гипопноэ	151-159
26087634_ru	PHYS	индекс апноэ/гипопноэ	138-159
26087634_ru	PHYS	ИАГ	161-164
26087634_ru	DISO	активной АМ	329-340
26087634_ru	DISO	АМ	338-340
26087634_ru	PHYS	сне	56-59
26087634_ru	PHYS	дыхания	45-52
26087634_ru	DISO	НДС	61-64
26087634_ru	PHYS	ИМТ	743-746
26087634_ru	PHYS	ИАГ	858-861
26087634_ru	ANATOMY	тела	424-428
26087634_ru	PHYS	длительностью заболевания	748-773
26087634_ru	CHEM	ИФР-1	819-824
26087634_ru	CHEM	гормона роста	939-952
26087634_ru	CHEM	гормона	930-937
26087634_ru	PHYS	максимальным размером аденомы	875-904
26087634_ru	DISO	АМ	1578-1580
26087634_ru	DISO	активной АМ	1569-1580
26087634_ru	DISO	АМ	1479-1481
26087634_ru	DISO	АМ	1299-1301
26087634_ru	DISO	активной АМ	1290-1301
26087634_ru	FINDING	Частота выявления НДС	1258-1279
26087634_ru	PHYS	тяжести НДС	1389-1400
26087634_ru	PHYS	длительности АМ	1408-1423
26087634_ru	PHYS	уровня ИФР-1	1426-1438
26087634_ru	PHYS	сна	1095-1098
26087634_ru	PHYS	дыхания во сне	45-59
26087634_ru	FINDING	взаимосвязи ИАГ и пола	699-721
26087634_ru	FINDING	у мужчин ИАГ выше	723-740
26087634_ru	FINDING	группе больных АМ медиана ИАГ статистически значимо выше	997-1053
26087634_ru	PHYS	уровнем соматотропного гормона	907-937
26087634_ru	FINDING	медиана ИМТ значимо выше в контрольной группе	1151-1196
26087634_ru	FINDING	сходные по тяжести НДС развивались при меньшем ИМТ	1482-1532
26087634_ru	FINDING	выявлялись более тяжелые НДС	1581-1609
26087634_ru	DISO	апноэ во сне	210-222
26087634_ru	FINDING	положительная взаимосвязь	1363-1388
26087634_ru	CHEM	фактора роста	794-807
26087636_ru	DISO	РА	257-259
26087636_ru	LABPROC	видеоэзофагогастродуоденоскопию	625-656
26087636_ru	CHEM	ингибиторами протонного насоса	64-94
26087636_ru	CHEM	ИПН	96-99
26087636_ru	DISO	гастропатии	121-132
26087636_ru	CHEM	нестероидных противовоспалительных средств	157-199
26087636_ru	CHEM	ИПН	314-317
26087636_ru	CHEM	ИПН	466-469
26087636_ru	PHYS	возрасту	496-504
26087636_ru	CHEM	нестероидным противовоспалительным средствам	546-590
26087636_ru	CHEM	ИПН	757-760
26087636_ru	CHEM	ИПН	924-927
26087636_ru	CHEM	ИПН	976-979
26087636_ru	CHEM	ИПН	1059-1062
26087636_ru	DISO	НПВС-гастропатия	1113-1129
26087636_ru	CHEM	НПВС	1238-1242
26087636_ru	CHEM	ИПН	1279-1282
26087636_ru	DISO	НПВС-гастропатии	1320-1336
26087636_ru	CHEM	ИПН	1429-1432
26087636_ru	DISO	НПВС-гастропатии	1450-1466
26087636_ru	DISO	НПВС-гастропатии	1598-1614
26087636_ru	CHEM	НПВС	1718-1722
26087636_ru	CHEM	противовоспалительных средств	170-199
26087636_ru	DISO	ревматоидным артритом	234-255
26087636_ru	DISO	артритом	247-255
26087636_ru	FINDING	частоту развития гастропатии	104-132
26087636_ru	CHEM	НПВС	201-205
26087636_ru	DISO	НПВС-гастропатии	201-217
26087636_ru	DISO	гастропатии	206-217
26087636_ru	DISO	РА	413-415
26087636_ru	CHEM	ИПН	444-447
26087636_ru	CHEM	противовоспалительным средствам	559-590
26087636_ru	CHEM	НПВС	592-596
26087636_ru	PHYS	длительности заболевания	506-530
26087636_ru	DISO	НПВС-гастропатии	858-874
26087636_ru	CHEM	НПВС	858-862
26087636_ru	DISO	гастропатии	863-874
26087636_ru	CHEM	ИПН	1541-1544
26087636_ru	DISO	гастропатии	1455-1466
26087636_ru	CHEM	НПВС	1450-1454
26087636_ru	DISO	гастропатии	1603-1614
26087636_ru	CHEM	НПВС	1598-1602
26087636_ru	CHEM	ИПН	1109-1112
26087636_ru	DISO	гастропатия	1118-1129
26087636_ru	CHEM	НПВС	1113-1117
26087636_ru	DISO	гастропатии	1325-1336
26087636_ru	CHEM	НПВС	1320-1324
26087636_ru	FINDING	дополнительным фактором риска развития НПВС-гастропатии	1559-1614
26087636_ru	FINDING	НПВС-гастропатия зарегистрирована в 11 раз чаще	1113-1160
26120978_ru	DISO	сердечно-сосудистыми заболеваниями	91-125
26120978_ru	DISO	ЦВЗ	302-305
26120978_ru	DISO	мозговым инсультом	875-893
26120978_ru	DISO	инсультом	884-893
26120978_ru	DISO	нарушений сна	41-54
26120978_ru	PHYS	сна	51-54
26120978_ru	PHYS	циркадианных ритмов	57-76
26120978_ru	PHYS	секреции	148-156
26120978_ru	CHEM	мелатонина	157-167
26120978_ru	DISO	ССЗ	321-324
26120978_ru	DISO	ЦВЗ	329-332
26120978_ru	CHEM	мелаксен	375-383
26120978_ru	PHYS	сна	420-423
26120978_ru	LABPROC	суточного профиля ритма сердца	523-553
26120978_ru	PHYS	артериального давления	556-578
26120978_ru	CHEM	6-СОМТ	593-599
26120978_ru	LABPROC	суточной моче	602-615
26120978_ru	PHYS	циркадианной ритмики	656-676
26120978_ru	DISO	нарушениями сна	693-708
26120978_ru	PHYS	сна	705-708
26120978_ru	DISO	когнитивными расстройствами	727-754
26120978_ru	CHEM	6-СОМТ	783-789
26120978_ru	LABPROC	суточной моче	792-805
26120978_ru	DISO	ЦВЗ	856-859
26120978_ru	DISO	нарушений сна	969-982
26120978_ru	PHYS	сна	979-982
26120978_ru	DISO	эмоциональных расстройств	995-1020
26120978_ru	LABPROC	суточного профиля сердечного ритма	1036-1070
26120978_ru	PHYS	сердечного ритма	1054-1070
26120978_ru	PHYS	артериального давления	1073-1095
26120978_ru	CHEM	мелаксена	1096-1105
26120978_ru	CHEM	мелаксен	1161-1169
26120978_ru	DISO	ССЗ	127-130
26120978_ru	ANATOMY	сердечно	91-99
26120978_ru	ANATOMY	сосудистыми	100-111
26120978_ru	DISO	ССЗ	261-264
26120978_ru	DISO	цереброваскулярными заболеваниями	267-300
26120978_ru	ANATOMY	сердца	547-553
26120978_ru	ANATOMY	артериального	556-569
26120978_ru	ANATOMY	мозговым	875-883
26120978_ru	ANATOMY	сердечного	1054-1064
26120978_ru	ANATOMY	артериального	1073-1086
26120978_ru	PHYS	ритма сердца	541-553
26120978_ru	ANATOMY	моче	611-615
26120978_ru	PHYS	концентрацию 6-СОМТ	580-599
26120978_ru	ANATOMY	моче	801-805
26120978_ru	DISO	ЦВЗ	1237-1240
26120978_ru	PHYS	давления	1087-1095
26120978_ru	PHYS	давления	570-578
26120978_ru	PHYS	концентрации 6-СОМТ	770-789
26120978_ru	PHYS	секреции мелатонина	148-167
26120978_ru	FINDING	эффективное средство в составе комплексной терапии	1174-1224
26120978_ru	DISO	эмоциональными расстройствами	710-754
26120978_ru	FINDING	снижением концентрации 6-СОМТ	760-789
26120978_ru	ANATOMY	сердечно-сосудистыми	91-111
26120978_ru	CHEM	СОМТ	595-599
26120978_ru	CHEM	СОМТ	785-789
26120981_ru	DISO	неврологических нарушений	38-79
26120981_ru	DISO	эмоциональных нарушений	56-79
26120981_ru	CHEM	цитофлавина	125-136
26120981_ru	DISO	дорсопатией	238-249
26120981_ru	CHEM	нестероидные противовоспалительные препараты	272-316
26120981_ru	CHEM	миорелаксанты	318-331
26120981_ru	CHEM	витамины	333-341
26120981_ru	CHEM	цитофлавин	414-424
26120981_ru	CHEM	раствора	434-442
26120981_ru	CHEM	хлористого натрия	491-508
26120981_ru	CHEM	цитофлавина	691-702
26120981_ru	FINDING	более быстрому купированию болевого синдрома	715-759
26120981_ru	PHYS	чувствительности	787-803
26120981_ru	DISO	нейропатического компонента боли	858-890
26120981_ru	DISO	боли	886-890
26120981_ru	DISO	болевого	742-750
26120981_ru	DISO	дорсопатией	94-105
26120981_ru	CHEM	натрия	502-508
26120981_ru	CHEM	раствора	482-490
26120981_ru	CHEM	изотонического раствора хлористого натрия	467-508
26120981_ru	DISO	болевого синдрома	742-759
26120981_ru	DISO	нарушенной чувствительности	776-803
26120981_ru	FINDING	восстановлению нарушенной чувствительности	761-803
26120981_ru	FINDING	улучшению эмоционального фона	805-834
26120981_ru	FINDING	снижению выраженности нейропатического компонента боли	836-890
26120981_ru	CHEM	противовоспалительные препараты	285-316
26120981_ru	CHEM	изотонического раствора	467-490
26120981_ru	FINDING	купированию болевого синдрома	730-759
26120981_ru	FINDING	динамики неврологических и эмоциональных нарушений	29-79
26120981_ru	CHEM	хлористого	491-501
26120982_ru	DISO	шизофренией	88-99
26120982_ru	DISO	параноидной шизофренией	207-230
26120982_ru	DISO	шизофренией	759-770
26120982_ru	PHYS	ИА	817-819
26120982_ru	PHYS	липидного обмена	55-71
26120982_ru	LABPROC	ЭКГ	74-77
26120982_ru	CHEM	антипсихотическими препаратами	119-149
26120982_ru	CHEM	нейролептиками	265-279
26120982_ru	CHEM	рисперидоном	282-294
26120982_ru	CHEM	оланзапином	296-307
26120982_ru	CHEM	кветиапином	310-321
26120982_ru	ANATOMY	тела	418-422
26120982_ru	CHEM	триглицеридов	546-559
26120982_ru	ANATOMY	сыворотке крови	562-577
26120982_ru	CHEM	ЛПОНП	592-597
26120982_ru	DISO	атеросклероза	942-955
26120982_ru	LABPROC	ЭКГ	960-963
26120982_ru	PHYS	интервала QT	986-998
26120982_ru	PHYS	ЧСС	1001-1004
26120982_ru	CHEM	рисперидон	1044-1054
26120982_ru	CHEM	оланзапином	1078-1089
26120982_ru	CHEM	кветиапином	1092-1103
26120982_ru	PHYS	ЧСС	1138-1141
26120982_ru	CHEM	атипичными нейролептиками	1169-1194
26120982_ru	DISO	сердечно-сосудистой патологии	1221-1250
26120982_ru	ANATOMY	крови	572-577
26120982_ru	CHEM	липидного	55-64
26120982_ru	DISO	шизофренией	219-230
26120982_ru	CHEM	атипичными нейролептиками	254-279
26120982_ru	PHYS	массы тела	412-422
26120982_ru	FINDING	увеличение массы тела	401-422
26120982_ru	FINDING	увеличение концентрации триглицеридов	522-559
26120982_ru	ANATOMY	сыворотке	562-571
26120982_ru	DISO	шизофренией	608-619
26120982_ru	PHYS	индекса атерогенности	794-815
26120982_ru	FINDING	увеличение индекса атерогенности	783-815
26120982_ru	PHYS	ИА	874-876
26120982_ru	CHEM	нейролептиками	1180-1194
26120982_ru	ANATOMY	сосудистой	1230-1240
26120982_ru	ANATOMY	сердечно	1221-1229
26120982_ru	PHYS	концентрации триглицеридов	533-559
26120982_ru	FINDING	увеличение интервала QT и ЧСС	975-1004
26120982_ru	FINDING	увеличивает риск развития сердечно-сосудистой патологии	1195-1250
26120982_ru	PHYS	Концентрация ЛПОНП	579-597
26120982_ru	FINDING	ИА увеличивается	874-890
26120982_ru	FINDING	увеличена только ЧСС	1121-1141
26120982_ru	FINDING	достоверно выше, чем у здоровых	620-651
26120982_ru	FINDING	высоком риске развития атеросклероза	919-955
26120982_ru	ANATOMY	сердечно-сосудистой	1221-1240
26120982_ru	FINDING	после терапии происходило еще более выраженное увеличение их концентрации	662-735
26120984_ru	DISO	болезнью Паркинсона	85-104
26120984_ru	PHYS	усталости	61-70
26120984_ru	DISO	БП	106-108
26120984_ru	DISO	воспалительных	117-131
26120984_ru	DISO	БП	239-241
26120984_ru	DISO	соматических симптомов	342-364
26120984_ru	DISO	БП	441-443
26120984_ru	DISO	усталости	490-499
26120984_ru	PHYS	утомляемости	531-543
26120984_ru	CHEM	ИЛ-6	810-814
26120984_ru	ANATOMY	сыворотке крови	817-832
26120984_ru	LABPROC	твердофазного иммуноферментного анализа	841-880
26120984_ru	DISO	БП	916-918
26120984_ru	PHYS	усталость	919-928
26120984_ru	DISO	синдрома усталости	1030-1048
26120984_ru	PHYS	усталости	1039-1048
26120984_ru	DISO	БП	1063-1065
26120984_ru	PHYS	усталости	1091-1100
26120984_ru	DISO	БП	1105-1107
26120984_ru	PHYS	физическая усталость	1172-1192
26120984_ru	PHYS	усталости	1249-1258
26120984_ru	PHYS	усталости	1347-1356
26120984_ru	DISO	аксиальными моторными симптомами	1359-1391
26120984_ru	DISO	БП	1392-1394
26120984_ru	CHEM	ИЛ-6	1449-1453
26120984_ru	ANATOMY	сыворотке крови	1456-1471
26120984_ru	PHYS	усталости	1562-1571
26120984_ru	PHYS	усталость	1620-1629
26120984_ru	DISO	депрессии	1673-1682
26120984_ru	ANATOMY	крови	1466-1471
26120984_ru	PHYS	соматических	342-354
26120984_ru	ANATOMY	крови	827-832
26120984_ru	ANATOMY	сыворотке	817-826
26120984_ru	DISO	синдрома усталости	52-70
26120984_ru	PHYS	сонливости	647-657
26120984_ru	DISO	БП	746-748
26120984_ru	PHYS	концентрация ИЛ-6	797-814
26120984_ru	LABPROC	иммуноферментного анализа	855-880
26120984_ru	FINDING	пониженная активность	1215-1236
26120984_ru	FINDING	пониженная активность	1631-1652
26120984_ru	ANATOMY	вегетативных	698-710
26120984_ru	DISO	снижение мотивации	1194-1212
26120984_ru	PHYS	моторными	1371-1380
26120984_ru	CHEM	ИЛ-6	1521-1525
26120984_ru	DISO	БП	1407-1409
26120984_ru	ANATOMY	сыворотке	1456-1465
26120984_ru	PHYS	Концентрация ИЛ-6	1508-1525
26120984_ru	FINDING	коррелировала также с выраженностью усталости	1526-1571
26120984_ru	PHYS	физическая усталость	1609-1629
26120984_ru	PHYS	уровнем депрессии	1665-1682
26120984_ru	PHYS	усталость	1183-1192
26120984_ru	FINDING	усиливаются по мере прогрессирования заболевания	1259-1307
26120984_ru	FINDING	выявленная связь усталости	1330-1356
26120984_ru	PHYS	вегетативных изменений	698-720
26120984_ru	FINDING	Частота и выраженность синдрома усталости значительна	1007-1077
26120984_ru	FINDING	значительно более высокие уровни ИЛ-6	1416-1453
26120984_ru	PHYS	общая усталость	1601-1629
26120984_ru	PHYS	уровни ИЛ-6	1442-1453
26120984_ru	CHEM	ИЛ	810-812
26120984_ru	PHYS	воспалительных механизмов	117-142
26120984_ru	CHEM	ИЛ	1449-1451
26120984_ru	CHEM	ИЛ	1521-1523
26120984_ru	DISO	моторными симптомами	1371-1391
26120993_ru	DISO	ДС	187-189
26120993_ru	DISO	злокачественной формой массивного ишемического инсульта	206-261
26120993_ru	DISO	ишемического инсульта	240-261
26120993_ru	DISO	МИИ	263-266
26120993_ru	DISO	ДС	400-402
26120993_ru	DISO	ДС	484-486
26120993_ru	DISO	ДС	552-554
26120993_ru	LABPROC	КТ	710-712
26120993_ru	DISO	дислокации головного мозга	73-99
26120993_ru	DISO	дислокационного синдрома	161-185
26120993_ru	DISO	массивного ишемического инсульта	229-261
26120993_ru	DISO	злокачественным течением МИИ	354-382
26120993_ru	DISO	МИИ	379-382
26120993_ru	DISO	дислокации головного мозга	673-699
26120993_ru	DISO	декомпенсация ДС	831-847
26120993_ru	PHYS	умерли	984-990
26120993_ru	FINDING	летальность	1205-1216
26120993_ru	DISO	МИИ	1394-1397
26120993_ru	PHYS	летального	1403-1413
26120993_ru	DISO	поперечной дислокации	1516-1537
26120993_ru	ANATOMY	срединных структур головного мозга	1538-1572
26120993_ru	DISO	злокачественным течением МИИ	1590-1618
26120993_ru	ANATOMY	головного мозга	84-99
26120993_ru	LABPROC	КТ	130-132
26120993_ru	ANATOMY	мозга	94-99
26120993_ru	ANATOMY	головного	84-93
26120993_ru	FINDING	летальность	1065-1076
26120993_ru	DISO	инсульта	253-261
26120993_ru	ANATOMY	головного мозга	684-699
26120993_ru	DISO	МИИ	1615-1618
26120993_ru	ANATOMY	головного	684-693
26120993_ru	ANATOMY	мозга	694-699
26120993_ru	DISO	внечерепных осложнений	1251-1273
26120993_ru	PHYS	умерл	1241-1246
26120993_ru	DISO	злокачественным течением МИИ	1369-1397
26120993_ru	ANATOMY	головного мозга	1557-1572
26120993_ru	ANATOMY	мозга	1567-1572
26120993_ru	ANATOMY	головного	1557-1566
26120993_ru	DISO	ДС	845-847
26120993_ru	DISO	ДС	1134-1136
26120993_ru	DISO	ДС	1574-1576
26120993_ru	DISO	ДС	1718-1720
26120993_ru	DISO	ДС	1801-1803
26120993_ru	DISO	ДС	1295-1297
26120993_ru	FINDING	риск летального исхода	1398-1420
26120993_ru	PHYS	клиническими проявлениями	135-160
26120993_ru	DISO	неблагоприятным типом течения ДС	454-486
26120993_ru	DISO	благоприятным типом течения ДС	524-554
26120993_ru	DISO	фульминантное	1138-1151
26120993_ru	DISO	прогредиентное	1153-1167
26120993_ru	DISO	отсроченное	1169-1180
26120993_ru	DISO	височно-тенториального вклинения	1424-1456
26120993_ru	PHYS	темпом развития поперечной дислокации	1500-1537
26120993_ru	DISO	Неблагоприятное течение ДС	1777-1803
26120993_ru	PHYS	темп развития ДС	1704-1720
26120993_ru	DISO	осложнений	1263-1273
26120993_ru	FINDING	абсолютным показанием к ДКТ	1813-1840
26120994_ru	DISO	ишемическим инсультом	140-161
26120994_ru	PHYS	микроциркуляции	39-54
26120994_ru	LABPROC	лазерной допплеровской флоуметрии	79-112
26120994_ru	DISO	ИИ	163-165
26120994_ru	DISO	острым каротидным ИИ	214-234
26120994_ru	DISO	ИИ	376-378
26120994_ru	LABPROC	компьютерная томография	413-459
26120994_ru	LABPROC	магнитно-резонансная томография	428-459
26120994_ru	ANATOMY	головного мозга	460-475
26120994_ru	LABPROC	ультразвуковая диагностика	477-503
26120994_ru	ANATOMY	сосудов головы	504-518
26120994_ru	ANATOMY	шеи	521-524
26120994_ru	PHYS	микроциркуляции	696-711
26120994_ru	PHYS	кровотока	801-810
26120994_ru	ANATOMY	микроциркуляторном русле	813-837
26120994_ru	DISO	ИИ	849-851
26120994_ru	DISO	ДЭ	928-930
26120994_ru	PHYS	регуляции микроциркуляторного русла	952-987
26120994_ru	ANATOMY	микроциркуляторного русла	962-987
26120994_ru	FINDING	активация притока крови	1054-1077
26120994_ru	PHYS	притока крови	1064-1077
26120994_ru	ANATOMY	микроциркуляторное русло	1080-1104
26120994_ru	PHYS	миогенной активности артериол	1117-1146
26120994_ru	ANATOMY	артериол	1138-1146
26120994_ru	PHYS	микрогемоциркуляции	1185-1204
26120994_ru	DISO	ИИ	1229-1231
26120994_ru	PHYS	миогенной активности	1255-1275
26120994_ru	PHYS	микроциркуляции	1286-1301
26120994_ru	PHYS	микрогемодинамики	1331-1348
26120994_ru	PHYS	микроциркуляции	1446-1461
26120994_ru	ANATOMY	церебральной	1547-1559
26120994_ru	PHYS	гемоциркуляции	1560-1574
26120994_ru	ANATOMY	сосудов	504-511
26120994_ru	ANATOMY	головы	512-518
26120994_ru	DISO	острым ишемическим инсультом	133-161
26120994_ru	LABPROC	ЛДФ	114-117
26120994_ru	LABPROC	флоуметрии	102-112
26120994_ru	LABPROC	допплеровской флоуметрии	88-112
26120994_ru	DISO	инсультом	152-161
26120994_ru	DISO	ИИ	232-234
26120994_ru	DISO	каротидным ИИ	221-234
26120994_ru	DISO	дисциркуляторной энцефалопатией	335-366
26120994_ru	DISO	энцефалопатией	352-366
26120994_ru	DISO	ДЭ	368-370
26120994_ru	ANATOMY	головного	460-469
26120994_ru	ANATOMY	мозга	470-475
26120994_ru	LABPROC	ЛДФ	672-675
26120994_ru	PHYS	микроциркуляторного	962-981
26120994_ru	LABPROC	ЛДФ	1470-1473
26120994_ru	PHYS	микроциркуляторном	813-831
26120994_ru	PHYS	неврологического статуса	550-574
26120994_ru	PHYS	общей величины кровотока	786-810
26120994_ru	ANATOMY	крови	1072-1077
26120994_ru	PHYS	микроциркуляторное	1080-1098
26120994_ru	FINDING	снижение миогенной активности	1246-1275
26120994_ru	PHYS	церебральной гемоциркуляции	1547-1574
26120994_ru	ANATOMY	венулярный	1402-1412
26120994_ru	FINDING	усилением миогенной активности артериол	1107-1146
26120994_ru	ANATOMY	системе микроциркуляции	1278-1301
26120994_ru	DISO	венулярный застой	1402-1419
26120994_ru	ANATOMY	сосудов шеи	504-524
26120994_ru	FINDING	ниже	861-865
26120994_ru	PHYS	нутритивным режимом микрогемоциркуляции	1165-1204
26120994_ru	PHYS	нутритивной направленности микрогемодинамики	1304-1348
26120994_ru	PHYS	ненутритивный режим	1376-1395
26120994_ru	FINDING	способ раннего выявления неблагоприятных вариантов церебральной гемоциркуляции	1496-1574
26120994_ru	ANATOMY	каротидным	221-231
26120994_ru	DISO	ишемическим	140-151
26120995_ru	DISO	инсультом	130-139
26120995_ru	DISO	инсультом	332-341
26120995_ru	DISO	тромбоэмболии легочной артерии	947-977
26120995_ru	DISO	ТЭЛА	979-983
26120995_ru	DISO	инсультом	1194-1203
26120995_ru	DISO	ТЭЛА	1242-1246
26120995_ru	DISO	венозных тромбоэмболических осложнений	64-102
26120995_ru	DISO	ВТЭО	304-308
26120995_ru	LABPROC	дуплексное сканирование	556-579
26120995_ru	ANATOMY	системы нижней полой вены	580-605
26120995_ru	ANATOMY	нижней полой вены	588-605
26120995_ru	DISO	ВТЭО	736-740
26120995_ru	CHEM	низкомолекулярных гепаринов	844-871
26120995_ru	DISO	тромбоэмболии	947-960
26120995_ru	ANATOMY	легочной артерии	961-977
26120995_ru	DISO	геморрагических осложнений	1061-1087
26120995_ru	DISO	ВТЭО	1153-1157
26120995_ru	ANATOMY	венозных	64-72
26120995_ru	CHEM	гепаринов	862-871
26120995_ru	DISO	ВТЭО	104-108
26120995_ru	DISO	острым инсультом	325-341
26120995_ru	ANATOMY	полой вены	595-605
26120995_ru	ANATOMY	вены	601-605
26120995_ru	PHYS	частота ВТЭО	728-740
26120995_ru	ANATOMY	легочной	961-969
26120995_ru	ANATOMY	артерии	970-977
26120995_ru	PHYS	частоту фатальной ТЭЛА	1224-1246
26120995_ru	FINDING	снижает частоту фатальной ТЭЛА	1216-1246
26120995_ru	DISO	геморрагическом инсульте	889-913
26120995_ru	DISO	инсульте	905-913
26120995_ru	DISO	тромбоэмболических осложнений	73-102
26120995_ru	DISO	тяжелым инсультом	122-139
26120995_ru	FINDING	частота ВТЭО остается высокой	728-757
26120995_ru	FINDING	эффективность и безопасность	222-250
26120995_ru	FINDING	эффективности мероприятий	26-51
26120995_ru	DISO	осложнений	1077-1087
26145467_ru	ANATOMY	ксеногенного костного материала	134-165
26145467_ru	ANATOMY	костных	192-199
26145467_ru	ANATOMY	стенки костного дефекта	228-251
26145467_ru	DISO	костного дефекта	235-251
26145467_ru	ANATOMY	ксеногенного материала	275-297
26145467_ru	ANATOMY	костного	330-338
26145467_ru	ANATOMY	ксеногенного материала	339-361
26145467_ru	ANATOMY	ксеногенного костного материала	379-410
26145467_ru	ANATOMY	костного	392-400
26145467_ru	DISO	костные дефекты	425-440
26145467_ru	PHYS	иммуногенности	521-535
26145467_ru	PHYS	аллергогенности	538-553
26145467_ru	ANATOMY	ксеногенного материала	611-633
26145467_ru	ANATOMY	фиброзных костных трабекул	671-697
26145467_ru	ANATOMY	трабекул	689-697
26145467_ru	ANATOMY	костного	746-754
26145467_ru	ANATOMY	костного ксеногенного материала	746-777
26145467_ru	ANATOMY	кость	810-815
26145467_ru	ANATOMY	реципиентного ложа	933-951
26145467_ru	ANATOMY	ксеногенный трансплантат	954-978
26145467_ru	ANATOMY	клеточных элементов	979-998
26145467_ru	ANATOMY	костное вещество	1022-1038
26145467_ru	ANATOMY	ксеногенного трансплантата	1039-1065
26145467_ru	ANATOMY	ксеногенного материала	1141-1163
26145467_ru	ANATOMY	костного	147-155
26145467_ru	ANATOMY	костными структурами	1197-1217
26145467_ru	PHYS	местные тканевые реакции	91-115
26145467_ru	PHYS	тканевые реакции	99-115
26145467_ru	ANATOMY	тканевые	99-107
26145467_ru	FINDING	низким уровнем иммуногенности и аллергогенности	506-553
26145467_ru	ANATOMY	костное	1022-1029
26145467_ru	ANATOMY	костного ксеногенного материала	330-361
26145467_ru	ANATOMY	костных структур	192-208
26145467_ru	ANATOMY	костные	425-432
26145467_ru	DISO	воспалительно-деструктивных реакций	453-488
26145467_ru	ANATOMY	костных	681-688
26145467_ru	ANATOMY	костных трабекул	681-697
26145467_ru	ANATOMY	костного	235-243
26145467_ru	FINDING	новообразование фиброзных костных трабекул	655-697
26145467_ru	ANATOMY	ксеногенного материала	755-777
26145467_ru	ANATOMY	трансплантат	966-978
26145467_ru	ANATOMY	трансплантата	1052-1065
26145467_ru	FINDING	не вызывала воспалительно-деструктивных реакций	441-488
26145467_ru	DISO	воспалительно	453-466
26145467_ru	ANATOMY	трансплантированного материала	554-584
26145468_ru	DISO	генерализованного катарального гингивита	104-144
26145468_ru	ANATOMY	полости рта	259-270
26145468_ru	DISO	гингивита	282-291
26145468_ru	CHEM	соляной аэрозоль	683-699
26145468_ru	CHEM	сильвинит	767-776
26145468_ru	CHEM	хлоридов	791-799
26145468_ru	CHEM	магния	816-822
26145468_ru	PHYS	молодого возраста	947-964
26145468_ru	ANATOMY	тканей маргинального пародонта	1062-1092
26145468_ru	PHYS	иммунитета	1115-1125
26145468_ru	DISO	гингивита	135-144
26145468_ru	DISO	катарального гингивита	122-144
26145468_ru	DISO	хронического генерализованного катарального гингивита	91-144
26145468_ru	DISO	XГКГ	146-150
26145468_ru	ANATOMY	рта	267-270
26145468_ru	CHEM	аэроионы	738-746
26145468_ru	CHEM	калия	800-805
26145468_ru	CHEM	хлоридов калия	791-805
26145468_ru	CHEM	натрия	807-813
26145468_ru	CHEM	сильвинита	517-527
26145468_ru	DISO	ХГКГ	967-971
26145468_ru	FINDING	позитивном влиянии минералотерапии	1002-1036
26145468_ru	ANATOMY	тканей	1062-1068
26145468_ru	ANATOMY	пародонта	1083-1092
26145468_ru	ANATOMY	маргинального пародонта	1069-1092
26145468_ru	ANATOMY	полости рта	1126-1137
26145468_ru	ANATOMY	рта	1134-1137
26145468_ru	PHYS	местного иммунитета	1106-1125
26145468_ru	PHYS	клиническое состояние	1040-1061
26145468_ru	FINDING	противовоспалительное	834-855
26145468_ru	FINDING	иммуномодулирующее действие	858-885
26145468_ru	CHEM	аэрозоль	691-699
26145468_ru	PHYS	возраста	956-964
26145475_ru	DISO	дистрофической формой буллезного эпидермолиза	63-108
26145475_ru	DISO	поражения слизистой рта	468-491
26145475_ru	DISO	кариеса	1484-1491
26145475_ru	ANATOMY	полости рта	41-52
26145475_ru	ANATOMY	слизистой	268-277
26145475_ru	DISO	БЭ	367-369
26145475_ru	DISO	гипоплазии эмали	449-465
26145475_ru	ANATOMY	зубов	568-573
26145475_ru	DISO	БЭ	705-707
26145475_ru	DISO	гипоплазия эмали	760-776
26145475_ru	DISO	кариозного	833-843
26145475_ru	ANATOMY	зубов	901-906
26145475_ru	PHYS	рубцевание	966-976
26145475_ru	ANATOMY	зубов	1007-1012
26145475_ru	ANATOMY	рта	1092-1095
26145475_ru	ANATOMY	ткани	1203-1208
