document_id	relation	head_text	head_span	head_type	tail_text	tail_span	tail_type
26271325_ru	ASSOCIATED_WITH	цитокиновом статусе	1046-1065	PHYS	цитокиновом	1046-1057	CHEM
26271325_ru	AFFECTS	степени ПД	1086-1096	PHYS	глубина дисбаланса в цитокиновом статусе	1025-1065	PHYS
26271325_ru	ASSOCIATED_WITH	степени ПД	1086-1096	PHYS	ПД	1094-1096	DISO
26271325_ru	ASSOCIATED_WITH	степени ПД	1086-1096	PHYS	уровня гипербилирубинемии	1099-1124	PHYS
26271325_ru	ASSOCIATED_WITH	уровня гипербилирубинемии	1099-1124	PHYS	гипербилирубинемии	1106-1124	DISO
26271325_ru	ASSOCIATED_WITH	цитокиновой регуляции	1138-1159	PHYS	Дисбаланс в цитокиновой регуляции	1126-1159	DISO
26271325_ru	SUBCLASS_OF	цитокиновой регуляции	1138-1159	PHYS	регуляции	1150-1159	PHYS
26271325_ru	ASSOCIATED_WITH	цитокиновой регуляции	1138-1159	PHYS	цитокиновой	1138-1149	CHEM
26271325_ru	AFFECTS	нарушением индекса соотношений про- и противовоспалительных цитокинов	1174-1243	FINDING	индекса соотношений про- и противовоспалительных цитокинов	1185-1243	PHYS
26271325_ru	ASSOCIATED_WITH	индекса соотношений про- и противовоспалительных цитокинов	1185-1243	PHYS	про	1205-1208	CHEM
26271325_ru	ASSOCIATED_WITH	индекса соотношений про- и противовоспалительных цитокинов	1185-1243	PHYS	противовоспалительных цитокинов	1212-1243	CHEM
26271325_ru	SUBCLASS_OF	противовоспалительных цитокинов	1212-1243	CHEM	цитокинов	1234-1243	CHEM
26271325_ru	SUBCLASS_OF	про	1205-1208	CHEM	цитокинов	1234-1243	CHEM
26271325_ru	HAS_CAUSE	нарушением индекса соотношений про- и противовоспалительных цитокинов	1174-1243	FINDING	Дисбаланс в цитокиновой регуляции	1126-1159	DISO
26271420_ru	ASSOCIATED_WITH	цитокинового статуса	36-56	PHYS	цитокинового	36-48	CHEM
26271420_ru	ASSOCIATED_WITH	тяжести кровопотери	84-103	PHYS	кровопотери	92-103	INJURY_POISONING
26271420_ru	SUBCLASS_OF	острыми язвенными гастродуоденальными кровотечениями	188-240	INJURY_POISONING	язвенными гастродуоденальными кровотечениями	196-240	INJURY_POISONING
26271420_ru	SUBCLASS_OF	язвенными гастродуоденальными кровотечениями	196-240	INJURY_POISONING	гастродуоденальными кровотечениями	206-240	INJURY_POISONING
26271420_ru	SUBCLASS_OF	гастродуоденальными кровотечениями	206-240	INJURY_POISONING	кровотечениями	226-240	INJURY_POISONING
26271420_ru	ABBREVIATION	острыми язвенными гастродуоденальными кровотечениями	188-240	INJURY_POISONING	ОЯГДК	242-247	INJURY_POISONING
26271420_ru	HAS_CAUSE	кровотечения	308-320	INJURY_POISONING	язва желудка	326-338	DISO
26271420_ru	SUBCLASS_OF	язва желудка	326-338	DISO	язва	326-330	DISO
26271420_ru	AFFECTS	язва желудка	326-338	DISO	желудка	331-338	ANATOMY
26271420_ru	SUBCLASS_OF	язва двенадцатиперстной кишки	347-376	DISO	язва	347-351	DISO
26271420_ru	AFFECTS	язва двенадцатиперстной кишки	347-376	DISO	двенадцатиперстной кишки	352-376	ANATOMY
26271420_ru	SUBCLASS_OF	двенадцатиперстной кишки	352-376	ANATOMY	кишки	371-376	ANATOMY
26271420_ru	HAS_CAUSE	кровотечения	308-320	INJURY_POISONING	язва двенадцатиперстной кишки	347-376	DISO
26271420_ru	HAS_CAUSE	кровотечения	308-320	INJURY_POISONING	сочетанная язва	385-400	DISO
26271420_ru	SUBCLASS_OF	сочетанная язва	385-400	DISO	язва	396-400	DISO
26271420_ru	ASSOCIATED_WITH	Состояние гемостаза	402-421	PHYS	гемостаза	412-421	PHYS
26271420_ru	ASSOCIATED_WITH	тяжесть кровопотери	447-466	PHYS	кровопотери	455-466	INJURY_POISONING
26271420_ru	SUBCLASS_OF	кровопотерей легкой степени	489-516	INJURY_POISONING	кровопотерей	489-501	INJURY_POISONING
26271420_ru	SUBCLASS_OF	средней степени	534-549	INJURY_POISONING	кровопотерей	489-501	INJURY_POISONING
26271420_ru	SUBCLASS_OF	тяжелой	559-566	INJURY_POISONING	кровопотерей	489-501	INJURY_POISONING
26271420_ru	SUBCLASS_OF	периферической крови	606-626	ANATOMY	крови	621-626	ANATOMY
26271420_ru	PHYSIOLOGY_OF	клеточного	645-655	PHYS	клеточного	645-655	ANATOMY
26271420_ru	PHYSIOLOGY_OF	клеточного	645-655	PHYS	периферической крови	606-626	ANATOMY
26271420_ru	PHYSIOLOGY_OF	гуморального звена	657-675	PHYS	периферической крови	606-626	ANATOMY
26271420_ru	PHYSIOLOGY_OF	цитокинового профиля	678-698	PHYS	периферической крови	606-626	ANATOMY
26271420_ru	ORIGINS_FROM	CD3+	700-704	CHEM	периферической крови	606-626	ANATOMY
26271420_ru	ORIGINS_FROM	CD4+	706-710	CHEM	периферической крови	606-626	ANATOMY
26271420_ru	ORIGINS_FROM	CD8+	712-716	CHEM	периферической крови	606-626	ANATOMY
26271420_ru	ORIGINS_FROM	CD4+/CD8+	718-727	CHEM	периферической крови	606-626	ANATOMY
26271420_ru	USED_IN	CD4+	718-722	CHEM	CD4+/CD8+	718-727	CHEM
26271420_ru	USED_IN	CD8+	723-727	CHEM	CD4+/CD8+	718-727	CHEM
26271420_ru	ORIGINS_FROM	CD19+	730-735	CHEM	периферической крови	606-626	ANATOMY
26271420_ru	PHYSIOLOGY_OF	фагоцитарный индекс	737-756	PHYS	фагоцитарный	737-749	ANATOMY
26271420_ru	PHYSIOLOGY_OF	фагоцитарное число	758-776	PHYS	фагоцитарное	758-770	ANATOMY
26271420_ru	ASSOCIATED_WITH	циркулирующие	778-791	PHYS	циркулирующие иммунные комплексы	778-810	CHEM
26271420_ru	ASSOCIATED_WITH	иммунные	792-800	PHYS	циркулирующие иммунные комплексы	778-810	CHEM
26271420_ru	ORIGINS_FROM	циркулирующие иммунные комплексы	778-810	CHEM	периферической крови	606-626	ANATOMY
26271420_ru	ORIGINS_FROM	иммуноглобулины	812-827	CHEM	периферической крови	606-626	ANATOMY
26271420_ru	SUBCLASS_OF	А	828-829	CHEM	иммуноглобулины	812-827	CHEM
26271420_ru	SUBCLASS_OF	М	831-832	CHEM	иммуноглобулины	812-827	CHEM
26271420_ru	SUBCLASS_OF	G	834-835	CHEM	иммуноглобулины	812-827	CHEM
26271420_ru	ORIGINS_FROM	TNF-α	837-842	CHEM	периферической крови	606-626	ANATOMY
26271420_ru	SUBCLASS_OF	TNF-α	837-842	CHEM	TNF	837-840	CHEM
26271420_ru	ORIGINS_FROM	IFN-γ	844-849	CHEM	периферической крови	606-626	ANATOMY
26271420_ru	SUBCLASS_OF	IFN-γ	844-849	CHEM	IFN	844-847	CHEM
26271420_ru	SUBCLASS_OF	IL-1	851-855	CHEM	IL	851-853	CHEM
26271420_ru	SUBCLASS_OF	IL-2	857-861	CHEM	IL	857-859	CHEM
26271420_ru	SUBCLASS_OF	IL-4	863-867	CHEM	IL	863-865	CHEM
26271420_ru	SUBCLASS_OF	IL-6	869-873	CHEM	IL	869-871	CHEM
26271420_ru	SUBCLASS_OF	IL-8	875-879	CHEM	IL	875-877	CHEM
26271420_ru	SUBCLASS_OF	IL-10	882-887	CHEM	IL	882-884	CHEM
26271420_ru	ORIGINS_FROM	IL-1	851-855	CHEM	периферической крови	606-626	ANATOMY
26271420_ru	ORIGINS_FROM	IL-2	857-861	CHEM	периферической крови	606-626	ANATOMY
26271420_ru	ORIGINS_FROM	IL-4	863-867	CHEM	периферической крови	606-626	ANATOMY
26271420_ru	ORIGINS_FROM	IL-6	869-873	CHEM	периферической крови	606-626	ANATOMY
26271420_ru	ORIGINS_FROM	IL-8	875-879	CHEM	периферической крови	606-626	ANATOMY
26271420_ru	ORIGINS_FROM	IL-10	882-887	CHEM	периферической крови	606-626	ANATOMY
26271420_ru	HAS_CAUSE	изменения иммунного и цитокинового статуса	963-1005	FINDING	ОЯГДК	922-927	INJURY_POISONING
26271420_ru	AFFECTS	изменения иммунного и цитокинового статуса	963-1005	FINDING	иммунного	973-982	PHYS
26271420_ru	AFFECTS	изменения иммунного и цитокинового статуса	963-1005	FINDING	цитокинового статуса	985-1005	PHYS
26271420_ru	ASSOCIATED_WITH	цитокинового статуса	985-1005	PHYS	цитокинового	985-997	CHEM
26271420_ru	SUBCLASS_OF	клеточном иммунитете	1009-1029	PHYS	иммунитете	1019-1029	PHYS
26271420_ru	PHYSIOLOGY_OF	клеточном иммунитете	1009-1029	PHYS	клеточном	1009-1018	ANATOMY
26271420_ru	AFFECTS	иммуносупрессия	1041-1056	PHYS	клеточном иммунитете	1009-1029	PHYS
26271420_ru	FINDING_OF	Нарушения гуморального иммунитета	1058-1091	FINDING	гуморального иммунитета	1068-1091	PHYS
26271420_ru	SUBCLASS_OF	гуморального иммунитета	1068-1091	PHYS	иммунитета	1081-1091	PHYS
26271420_ru	HAS_CAUSE	повышением уровня В-лимфоцитов	1104-1134	FINDING	Нарушения гуморального иммунитета	1058-1091	FINDING
26271420_ru	AFFECTS	повышением уровня В-лимфоцитов	1104-1134	FINDING	уровня В-лимфоцитов	1115-1134	PHYS
26271420_ru	PHYSIOLOGY_OF	уровня В-лимфоцитов	1115-1134	PHYS	В-лимфоцитов	1122-1134	ANATOMY
26271420_ru	SUBCLASS_OF	В-лимфоцитов	1122-1134	ANATOMY	лимфоцитов	1124-1134	ANATOMY
26271420_ru	HAS_CAUSE	Нарушения гуморального иммунитета	1058-1091	FINDING	кровопотере	1139-1150	INJURY_POISONING
26271420_ru	HAS_CAUSE	изменениями концентрации иммуноглобулинов	1186-1227	FINDING	Нарушения гуморального иммунитета	1058-1091	FINDING
26271420_ru	AFFECTS	изменениями концентрации иммуноглобулинов	1186-1227	FINDING	концентрации иммуноглобулинов	1198-1227	PHYS
26271420_ru	ASSOCIATED_WITH	концентрации иммуноглобулинов	1198-1227	PHYS	иммуноглобулинов	1211-1227	CHEM
26271420_ru	AFFECTS	количества кровопотери	1245-1267	PHYS	изменениями концентрации иммуноглобулинов	1186-1227	FINDING
26271420_ru	ASSOCIATED_WITH	количества кровопотери	1245-1267	PHYS	кровопотери	1256-1267	INJURY_POISONING
26271420_ru	HAS_CAUSE	дисбаланс в цитокиновом статусе	1291-1322	FINDING	ОЯГДК	1273-1278	INJURY_POISONING
26271420_ru	ASSOCIATED_WITH	цитокиновом статусе	1303-1322	PHYS	цитокиновом	1303-1314	CHEM
26271420_ru	HAS_CAUSE	дисбаланс в цитокиновом статусе	1291-1322	FINDING	степени кровопотери	1352-1371	PHYS
26271420_ru	ASSOCIATED_WITH	степени кровопотери	1352-1371	PHYS	кровопотери	1360-1371	INJURY_POISONING
26271420_ru	ASSOCIATED_WITH	цитокинового статуса	36-56	PHYS	ОЯГДК	61-66	INJURY_POISONING
26271420_ru	ASSOCIATED_WITH	иммунного статуса	24-56	PHYS	ОЯГДК	61-66	INJURY_POISONING
26271420_ru	FINDING_OF	дисбаланс в цитокиновом статусе	1291-1322	FINDING	цитокиновом статусе	1303-1322	PHYS
26271420_ru	ASSOCIATED_WITH	цитокинового профиля	678-698	PHYS	цитокинового	678-690	CHEM
26271420_ru	HAS_CAUSE	кровопотери	92-103	INJURY_POISONING	ОЯГДК	61-66	INJURY_POISONING
26271423_ru	SUBCLASS_OF	послеоперационных инфекционных осложнений	41-82	DISO	инфекционных осложнений	59-82	DISO
26271423_ru	SUBCLASS_OF	инфекционных осложнений	59-82	DISO	осложнений	72-82	DISO
26271423_ru	SUBCLASS_OF	родственных почек	97-114	ANATOMY	почек	109-114	ANATOMY
26271423_ru	SUBCLASS_OF	инфекционно-септические	422-445	DISO	осложнения	398-408	DISO
26271423_ru	SUBCLASS_OF	пиелонефрит	459-470	DISO	инфекционно-септические	422-445	DISO
26271423_ru	SUBCLASS_OF	пневмония	477-486	DISO	инфекционно-септические	422-445	DISO
26271423_ru	SUBCLASS_OF	сепсис	492-498	DISO	инфекционно-септические	422-445	DISO
26271423_ru	SUBCLASS_OF	раневая инфекция	504-520	DISO	инфекционно-септические	422-445	DISO
26271423_ru	HAS_CAUSE	раневая инфекция	504-520	DISO	раневая	504-511	INJURY_POISONING
26271423_ru	SUBCLASS_OF	туберкулез легких	526-543	DISO	инфекционно-септические	422-445	DISO
26271423_ru	SUBCLASS_OF	туберкулез легких	526-543	DISO	туберкулез	526-536	DISO
26271423_ru	AFFECTS	туберкулез легких	526-543	DISO	легких	537-543	ANATOMY
26271423_ru	SUBCLASS_OF	микоз пищевода	549-563	DISO	инфекционно-септические	422-445	DISO
26271423_ru	SUBCLASS_OF	микоз пищевода	549-563	DISO	микоз	549-554	DISO
26271423_ru	AFFECTS	микоз пищевода	549-563	DISO	пищевода	555-563	ANATOMY
26271423_ru	SUBCLASS_OF	инфекционных осложнений	589-612	DISO	осложнений	602-612	DISO
26271423_ru	TREATED_USING	инфекционных осложнений	589-612	DISO	вориконазол	795-806	CHEM
26271423_ru	TREATED_USING	инфекционных осложнений	589-612	DISO	амфотерицин В	808-821	CHEM
26271423_ru	TREATED_USING	инфекционных осложнений	589-612	DISO	флуконазол	824-834	CHEM
26271423_ru	SUBCLASS_OF	инфекционно-воспалительных осложнений	906-943	DISO	осложнений	933-943	DISO
26271423_ru	HAS_CAUSE	предпочтительны для проведения антибиотикопрофилактики	851-905	FINDING	вориконазол	795-806	CHEM
26271423_ru	HAS_CAUSE	предпочтительны для проведения антибиотикопрофилактики	851-905	FINDING	амфотерицин В	808-821	CHEM
26271423_ru	HAS_CAUSE	предпочтительны для проведения антибиотикопрофилактики	851-905	FINDING	флуконазол	824-834	CHEM
26271423_ru	ASSOCIATED_WITH	инфекционно-воспалительных осложнений	906-943	DISO	предпочтительны для проведения антибиотикопрофилактики	851-905	FINDING
26271423_ru	SUBCLASS_OF	амфотерицин В	808-821	CHEM	амфотерицин	808-819	CHEM
26271423_ru	HAS_CAUSE	преобладание грамотрицательных бактерий	622-661	FINDING	инфекционных осложнений	589-612	DISO
26271423_ru	SUBCLASS_OF	инфекционно-воспалительных осложнений	906-943	DISO	воспалительных	918-932	DISO
26271423_ru	SUBCLASS_OF	инфекционно-воспалительных осложнений	906-943	DISO	инфекционно	906-917	DISO
26271423_ru	SUBCLASS_OF	инфекционно-септические	422-445	DISO	инфекционно	422-433	DISO
26271423_ru	SUBCLASS_OF	инфекционно-септические	422-445	DISO	септические	434-445	DISO
26271559_ru	ASSOCIATED_WITH	гнойных осложнений	69-87	DISO	прогностических факторов риска развития гнойных осложнений	29-87	FINDING
26271559_ru	SUBCLASS_OF	гнойных осложнений	69-87	DISO	осложнений	77-87	DISO
26271559_ru	HAS_CAUSE	гнойных	69-76	DISO	гнойных осложнений	69-87	DISO
26271559_ru	HAS_CAUSE	гнойных осложнений	69-87	DISO	ранениях	92-100	INJURY_POISONING
26271559_ru	HAS_CAUSE	гнойных осложнений	69-87	DISO	закрытой травме груди	103-124	INJURY_POISONING
26271559_ru	AFFECTS	ранениях	92-100	INJURY_POISONING	груди	119-124	ANATOMY
26271559_ru	SUBCLASS_OF	закрытой травме груди	103-124	INJURY_POISONING	закрытой травме	103-118	INJURY_POISONING
26271559_ru	SUBCLASS_OF	закрытой травме груди	103-124	INJURY_POISONING	травме груди	112-124	INJURY_POISONING
26271559_ru	SUBCLASS_OF	закрытой травме	103-118	INJURY_POISONING	травме	112-118	INJURY_POISONING
26271559_ru	SUBCLASS_OF	травме груди	112-124	INJURY_POISONING	травме	112-118	INJURY_POISONING
26271559_ru	AFFECTS	травме груди	112-124	INJURY_POISONING	груди	119-124	ANATOMY
26271559_ru	SUBCLASS_OF	гнойных торакальных осложнений	193-223	DISO	торакальных осложнений	201-223	DISO
26271559_ru	HAS_CAUSE	гнойных	193-200	DISO	гнойных торакальных осложнений	193-223	DISO
26271559_ru	SUBCLASS_OF	торакальных осложнений	201-223	DISO	осложнений	213-223	DISO
26271559_ru	AFFECTS	торакальных осложнений	201-223	DISO	торакальных	201-212	ANATOMY
26271559_ru	HAS_CAUSE	гнойных торакальных осложнений	193-223	DISO	ранений	230-237	INJURY_POISONING
26271559_ru	HAS_CAUSE	гнойных торакальных осложнений	193-223	DISO	закрытой травмы груди	246-267	INJURY_POISONING
26271559_ru	SUBCLASS_OF	закрытой травмы груди	246-267	INJURY_POISONING	закрытой травмы	246-261	INJURY_POISONING
26271559_ru	SUBCLASS_OF	закрытой травмы	246-261	INJURY_POISONING	травмы	255-261	INJURY_POISONING
26271559_ru	SUBCLASS_OF	закрытой травмы груди	246-267	INJURY_POISONING	травмы груди	255-267	INJURY_POISONING
26271559_ru	SUBCLASS_OF	травмы груди	255-267	INJURY_POISONING	травмы	255-261	INJURY_POISONING
26271559_ru	AFFECTS	травмы груди	255-267	INJURY_POISONING	груди	262-267	ANATOMY
26271559_ru	AFFECTS	ранений	230-237	INJURY_POISONING	груди	262-267	ANATOMY
26271559_ru	ASSOCIATED_WITH	гнойных осложнений	312-330	DISO	Частота развития гнойных осложнений	295-330	FINDING
26271559_ru	SUBCLASS_OF	гнойных осложнений	312-330	DISO	осложнений	320-330	DISO
26271559_ru	HAS_CAUSE	гнойных	312-319	DISO	гнойных осложнений	312-330	DISO
26271559_ru	FINDING_OF	Частота развития гнойных осложнений	295-330	FINDING	ранениях	350-358	INJURY_POISONING
26271559_ru	HAS_CAUSE	гнойных осложнений	312-330	DISO	ранениях	350-358	INJURY_POISONING
26271559_ru	FINDING_OF	Частота развития гнойных осложнений	295-330	FINDING	закрытой травме груди	370-391	INJURY_POISONING
26271559_ru	HAS_CAUSE	гнойных осложнений	312-330	DISO	закрытой травме груди	370-391	INJURY_POISONING
26271559_ru	SUBCLASS_OF	закрытой травме груди	370-391	INJURY_POISONING	закрытой травме	370-385	INJURY_POISONING
26271559_ru	SUBCLASS_OF	закрытой травме	370-385	INJURY_POISONING	травме	379-385	INJURY_POISONING
26271559_ru	SUBCLASS_OF	закрытой травме груди	370-391	INJURY_POISONING	травме груди	379-391	INJURY_POISONING
26271559_ru	SUBCLASS_OF	травме груди	379-391	INJURY_POISONING	травме	379-385	INJURY_POISONING
26271559_ru	AFFECTS	травме груди	379-391	INJURY_POISONING	груди	386-391	ANATOMY
26271559_ru	SUBCLASS_OF	эмпиемы плевры	405-419	DISO	гнойных осложнений	312-330	DISO
26271559_ru	SUBCLASS_OF	эмпиемы плевры	405-419	DISO	эмпиемы	405-412	DISO
26271559_ru	AFFECTS	эмпиемы плевры	405-419	DISO	плевры	413-419	ANATOMY
26271559_ru	SUBCLASS_OF	абсцесса легкого	434-450	DISO	гнойных осложнений	312-330	DISO
26271559_ru	SUBCLASS_OF	абсцесса легкого	434-450	DISO	абсцесса	434-442	DISO
26271559_ru	AFFECTS	абсцесса легкого	434-450	DISO	легкого	443-450	ANATOMY
26271559_ru	SUBCLASS_OF	медиастинита	480-492	DISO	гнойных осложнений	312-330	DISO
26271559_ru	SUBCLASS_OF	перикардита	509-520	DISO	гнойных осложнений	312-330	DISO
26271559_ru	SUBCLASS_OF	остеомиелита	536-548	DISO	гнойных осложнений	312-330	DISO
26271559_ru	SUBCLASS_OF	гнойных осложнений	634-652	DISO	осложнений	642-652	DISO
26271559_ru	HAS_CAUSE	гнойных	634-641	DISO	гнойных осложнений	634-652	DISO
26271559_ru	HAS_CAUSE	гнойных осложнений	634-652	DISO	ранениях	657-665	INJURY_POISONING
26271559_ru	HAS_CAUSE	гнойных осложнений	634-652	DISO	закрытой травме	668-683	INJURY_POISONING
26271559_ru	SUBCLASS_OF	закрытой травме	668-683	INJURY_POISONING	травме	677-683	INJURY_POISONING
26271559_ru	ASSOCIATED_WITH	гнойных торакальных осложнений	797-827	DISO	достоверные факторы риска развития гнойных торакальных осложнений	762-827	FINDING
26271559_ru	SUBCLASS_OF	гнойных торакальных осложнений	797-827	DISO	торакальных осложнений	805-827	DISO
26271559_ru	SUBCLASS_OF	торакальных осложнений	805-827	DISO	осложнений	817-827	DISO
26271559_ru	HAS_CAUSE	гнойных	797-804	DISO	гнойных торакальных осложнений	797-827	DISO
26271559_ru	AFFECTS	торакальных осложнений	805-827	DISO	торакальных	805-816	ANATOMY
26271559_ru	AFFECTS	травмы	856-862	INJURY_POISONING	гемоторакс	878-888	ANATOMY
26271559_ru	SUBCLASS_OF	кровоизлияние в средостение	890-917	INJURY_POISONING	кровоизлияние	890-903	INJURY_POISONING
26271559_ru	HAS_CAUSE	гнойных торакальных осложнений	797-827	DISO	кровоизлияние в средостение	890-917	INJURY_POISONING
26271559_ru	HAS_CAUSE	гнойных торакальных осложнений	797-827	DISO	повреждение сердца	919-937	INJURY_POISONING
26271559_ru	AFFECTS	повреждение сердца	919-937	INJURY_POISONING	сердца	931-937	ANATOMY
26271559_ru	SUBCLASS_OF	ранениях груди	1005-1019	INJURY_POISONING	ранениях	1005-1013	INJURY_POISONING
26271559_ru	AFFECTS	ранениях груди	1005-1019	INJURY_POISONING	груди	1014-1019	ANATOMY
26271559_ru	AFFECTS	повреждения костно-хрящевого каркаса	1022-1058	INJURY_POISONING	костно-хрящевого каркаса	1034-1058	ANATOMY
26271559_ru	PART_OF	костно	1034-1040	ANATOMY	костно-хрящевого каркаса	1034-1058	ANATOMY
26271559_ru	PART_OF	хрящевого	1041-1050	ANATOMY	костно-хрящевого каркаса	1034-1058	ANATOMY
26271559_ru	HAS_CAUSE	гнойных торакальных осложнений	797-827	DISO	повреждения костно-хрящевого каркаса	1022-1058	INJURY_POISONING
26271559_ru	HAS_CAUSE	гнойных торакальных осложнений	797-827	DISO	повреждения полых органов груди и живота	1022-1088	INJURY_POISONING
26271559_ru	AFFECTS	повреждения полых органов груди и живота	1022-1088	INJURY_POISONING	полых органов	1060-1073	ANATOMY
26271559_ru	PART_OF	полых органов	1060-1073	ANATOMY	груди	1074-1079	ANATOMY
26271559_ru	PART_OF	полых органов	1060-1073	ANATOMY	живота	1082-1088	ANATOMY
26271559_ru	HAS_CAUSE	гнойных торакальных осложнений	797-827	DISO	огнестрельное ранение легкого	1090-1119	INJURY_POISONING
26271559_ru	SUBCLASS_OF	огнестрельное ранение легкого	1090-1119	INJURY_POISONING	огнестрельное ранение	1090-1111	INJURY_POISONING
26271559_ru	SUBCLASS_OF	огнестрельное ранение	1090-1111	INJURY_POISONING	ранение	1104-1111	INJURY_POISONING
26271559_ru	AFFECTS	огнестрельное ранение легкого	1090-1119	INJURY_POISONING	легкого	1112-1119	ANATOMY
26271559_ru	HAS_CAUSE	гнойных торакальных осложнений	797-827	DISO	делирий	1121-1128	DISO
26271559_ru	HAS_CAUSE	гнойных торакальных осложнений	797-827	DISO	тяжесть повреждений по шкале ISS	1131-1163	PHYS
26271559_ru	ASSOCIATED_WITH	тяжесть повреждений по шкале ISS	1131-1163	PHYS	тяжесть повреждений	1131-1150	PHYS
26271559_ru	SUBCLASS_OF	закрытой травме	1188-1203	INJURY_POISONING	травме	1197-1203	INJURY_POISONING
26271559_ru	HAS_CAUSE	гнойных торакальных осложнений	797-827	DISO	легочное кровотечение	1206-1227	INJURY_POISONING
26271559_ru	SUBCLASS_OF	легочное кровотечение	1206-1227	INJURY_POISONING	кровотечение	1215-1227	INJURY_POISONING
26271559_ru	HAS_CAUSE	гнойных торакальных осложнений	797-827	DISO	перелом грудины	1229-1244	INJURY_POISONING
26271559_ru	SUBCLASS_OF	перелом грудины	1229-1244	INJURY_POISONING	перелом	1229-1236	INJURY_POISONING
26271559_ru	AFFECTS	перелом грудины	1229-1244	INJURY_POISONING	грудины	1237-1244	ANATOMY
26271559_ru	HAS_CAUSE	гнойных торакальных осложнений	797-827	DISO	показатель шкалы комы Глазго	1247-1275	PHYS
26271560_ru	SUBCLASS_OF	ранениях груди	66-80	INJURY_POISONING	ранениях	66-74	INJURY_POISONING
26271560_ru	AFFECTS	ранениях груди	66-80	INJURY_POISONING	груди	75-80	ANATOMY
26271560_ru	SUBCLASS_OF	ранениями груди	169-184	INJURY_POISONING	ранениями	169-178	INJURY_POISONING
26271560_ru	AFFECTS	ранениями груди	169-184	INJURY_POISONING	груди	179-184	ANATOMY
26271560_ru	ASSOCIATED_WITH	тяжесть состояния	325-342	PHYS	ранениях	347-355	INJURY_POISONING
26271560_ru	PART_OF	сосудов грудной стенки	356-378	ANATOMY	грудной стенки	364-378	ANATOMY
26271560_ru	PART_OF	грудной стенки	364-378	ANATOMY	грудной	364-371	ANATOMY
26271560_ru	AFFECTS	ранениях	347-355	INJURY_POISONING	легких	380-386	ANATOMY
26271560_ru	AFFECTS	ранениях	347-355	INJURY_POISONING	перикарда	388-397	ANATOMY
26271560_ru	AFFECTS	ранениях	347-355	INJURY_POISONING	сердца	400-406	ANATOMY
26271560_ru	ASSOCIATED_WITH	Гемодинамические нарушения	408-434	PHYS	Гемодинамические	408-424	PHYS
26271560_ru	ASSOCIATED_WITH	темп внутриплеврального кровотечения	481-517	PHYS	внутриплеврального кровотечения	486-517	INJURY_POISONING
26271560_ru	SUBCLASS_OF	внутриплеврального кровотечения	486-517	INJURY_POISONING	кровотечения	505-517	INJURY_POISONING
26271560_ru	ASSOCIATED_WITH	темп внутриплеврального кровотечения	481-517	PHYS	объема гемоторакса	541-559	PHYS
26271560_ru	ASSOCIATED_WITH	объема гемоторакса	541-559	PHYS	гемоторакса	548-559	DISO
26271560_ru	ASSOCIATED_WITH	Тяжесть физиологических нарушений	602-635	PHYS	физиологических нарушений	610-635	DISO
26271560_ru	ASSOCIATED_WITH	тяжесть анатомических нарушений	664-695	PHYS	анатомических нарушений	672-695	DISO
26271560_ru	SUBCLASS_OF	ранением легкого	1038-1054	INJURY_POISONING	ранением	1038-1046	INJURY_POISONING
26271560_ru	AFFECTS	ранением легкого	1038-1054	INJURY_POISONING	легкого	1047-1054	ANATOMY
26271560_ru	AFFECTS	кровотечением	1079-1092	INJURY_POISONING	мышечных сосудов	1096-1112	ANATOMY
26271560_ru	PART_OF	мышечных сосудов	1096-1112	ANATOMY	грудной стенки	1113-1127	ANATOMY
26271560_ru	PART_OF	грудной стенки	1113-1127	ANATOMY	грудной	1113-1120	ANATOMY
26271560_ru	SUBCLASS_OF	мышечных сосудов	1096-1112	ANATOMY	сосудов	1105-1112	ANATOMY
26271560_ru	PART_OF	мышечных сосудов	1096-1112	ANATOMY	мышечных	1096-1104	ANATOMY
26271560_ru	SUBCLASS_OF	ранением межреберных сосудов	1152-1180	INJURY_POISONING	ранением	1152-1160	INJURY_POISONING
26271560_ru	AFFECTS	ранением межреберных сосудов	1152-1180	INJURY_POISONING	межреберных сосудов	1161-1180	ANATOMY
26271560_ru	SUBCLASS_OF	межреберных сосудов	1161-1180	ANATOMY	сосудов	1173-1180	ANATOMY
26271560_ru	PART_OF	межреберных сосудов	1161-1180	ANATOMY	межреберных	1161-1172	ANATOMY
26271560_ru	SUBCLASS_OF	ранением сердца	1205-1220	INJURY_POISONING	ранением	1205-1213	INJURY_POISONING
26271560_ru	AFFECTS	ранением сердца	1205-1220	INJURY_POISONING	сердца	1214-1220	ANATOMY
26271560_ru	SUBCLASS_OF	ранением перикарда	1245-1263	INJURY_POISONING	ранением	1245-1253	INJURY_POISONING
26271560_ru	AFFECTS	ранением перикарда	1245-1263	INJURY_POISONING	перикарда	1254-1263	ANATOMY
26271560_ru	AFFECTS	ранением	1288-1296	INJURY_POISONING	внутренних грудных сосудов	1297-1323	ANATOMY
26271560_ru	SUBCLASS_OF	внутренних грудных сосудов	1297-1323	ANATOMY	грудных сосудов	1308-1323	ANATOMY
26271560_ru	SUBCLASS_OF	грудных сосудов	1308-1323	ANATOMY	сосудов	1316-1323	ANATOMY
26271560_ru	PART_OF	грудных сосудов	1308-1323	ANATOMY	грудных	1308-1315	ANATOMY
