document_id	text	entity_type	spans	UMLS_CUI
26271423_ru	почек	ANATOMY	109-114	C0022646
26271423_ru	инфекционно-септические	DISO	422-445	CUILESS
26271558_ru	пищеводного	ANATOMY	91-102	C0014876
26271558_ru	пищеводного сфинктера	ANATOMY	213-234	C1517464
26271558_ru	ствола мозга	ANATOMY	315-327	C0006121
26271558_ru	сфинктера	ANATOMY	103-112	C1409894
26271558_ru	мозгового	ANATOMY	279-288	C0006104
26271558_ru	ахалазии	DISO	73-81	C1321756
26271558_ru	ахалазией	DISO	194-203	C1321756
26271558_ru	мышц	ANATOMY	535-539	C0026845
26271558_ru	сфинктера	ANATOMY	225-234	C1409894
26271558_ru	глотки	ANATOMY	594-600	C0031354
26271558_ru	верхнего пищеводного сфинктера	ANATOMY	204-234	C1451819
26271558_ru	констрикторов глотки	ANATOMY	580-600	C0224205
26271558_ru	констрикторов	ANATOMY	580-593	C0224205
26271558_ru	бассейне ствола мозга	ANATOMY	306-327	CUILESS
26271558_ru	глоточно	ANATOMY	463-471	C0031354
26271558_ru	глоточно-пищеводного перехода	ANATOMY	463-492	C0475427
26271558_ru	верхнего пищеводного сфинктера	ANATOMY	82-112	C1451819
26271558_ru	пищеводного	ANATOMY	472-483	C0014876
26271558_ru	острого нарушения мозгового кровообращения	DISO	261-303	C0038454
26271558_ru	синдром Захарченко-Валленберга	DISO	329-359	C0038454
26271558_ru	мозга	ANATOMY	322-327	C0006104
26271558_ru	пищеводного	ANATOMY	213-224	C0014876
26271558_ru	нарушения мозгового кровообращения	DISO	269-303	CUILESS
26271558_ru	пищеводного сфинктера	ANATOMY	91-112	C1517464
26271558_ru	надгортанника	ANATOMY	564-577	C0014540
26271559_ru	осложнений	DISO	320-330	C0009566
26271559_ru	гнойных торакальных осложнений	DISO	193-223	CUILESS
26271559_ru	гнойных осложнений	DISO	312-330	CUILESS
26271559_ru	сердца	ANATOMY	931-937	C0018787
26271559_ru	гнойных осложнений	DISO	634-652	CUILESS
26271559_ru	костно-хрящевого каркаса	ANATOMY	1034-1058	CUILESS
26271559_ru	торакальных осложнений	DISO	201-223	CUILESS
26271559_ru	торакальных осложнений	DISO	805-827	CUILESS
26271559_ru	полых органов	ANATOMY	1060-1073	C0502298
26271559_ru	гнойных	DISO	312-319	C3203360
26271559_ru	гнойных торакальных осложнений	DISO	797-827	CUILESS
26271559_ru	груди	ANATOMY	262-267	C0038293
26271559_ru	груди	ANATOMY	1074-1079	C0038293
26271559_ru	костно	ANATOMY	1034-1040	C0262950
26271559_ru	осложнений	DISO	213-223	C0009566
26271559_ru	грудины	ANATOMY	1237-1244	C0038293
26271559_ru	абсцесса легкого	DISO	434-450	C0024110
26271559_ru	живота	ANATOMY	1082-1088	C0000726
26271559_ru	груди	ANATOMY	119-124	C0038293
26271559_ru	груди	ANATOMY	386-391	C0038293
26271559_ru	легкого	ANATOMY	443-450	C0024109
26271559_ru	осложнений	DISO	642-652	C0009566
26271559_ru	средостение	ANATOMY	906-917	C0025066
26271559_ru	гнойных	DISO	69-76	C3203360
26271559_ru	гнойных	DISO	634-641	C3203360
26271559_ru	хрящевого	ANATOMY	1041-1050	C0007301
26271559_ru	гнойных	DISO	797-804	C3203360
26271559_ru	груди	ANATOMY	1014-1019	C0038293
26271559_ru	эмпиемы	DISO	405-412	C0014009
26271559_ru	плевры	ANATOMY	413-419	C0032225
26271559_ru	осложнений	DISO	77-87	C0009566
26271559_ru	абсцесса	DISO	434-442	C0000833
26271559_ru	медиастинита	DISO	480-492	C0025064
26271559_ru	перикардита	DISO	509-520	C0031046
26271559_ru	гнойных осложнений	DISO	69-87	CUILESS
26271559_ru	легочное	ANATOMY	1206-1214	C0024109
26271559_ru	остеомиелита	DISO	536-548	C0029443
26271559_ru	эмпиемы плевры	DISO	405-419	C0014013
26271559_ru	торакальных	ANATOMY	805-816	C0038293
26271559_ru	осложнений	DISO	817-827	C0009566
26271559_ru	торакальных	ANATOMY	201-212	C0038293
26271559_ru	делирий	DISO	1121-1128	C0011206
26271559_ru	легкого	ANATOMY	1112-1119	C0024109
26271559_ru	гемоторакс	ANATOMY	878-888	C0019123
26271559_ru	гнойных	DISO	193-200	C3203360
26271560_ru	грудной стенки	ANATOMY	1113-1127	C0205076
26271560_ru	грудной стенки	ANATOMY	364-378	C0205076
26271560_ru	межреберных	ANATOMY	1161-1172	C0021724
26271560_ru	сосудов	ANATOMY	1316-1323	C0005847
26271560_ru	анатомических нарушений	DISO	672-695	CUILESS
26271560_ru	груди	ANATOMY	1413-1418	C0817096
26271560_ru	гемоторакса	DISO	548-559	C0019123
26271560_ru	межреберных сосудов	ANATOMY	1161-1180	CUILESS
26271560_ru	грудных	ANATOMY	1308-1315	C0817096
26271560_ru	груди	ANATOMY	179-184	C0817096
26271560_ru	грудной	ANATOMY	364-371	C0817096
26271560_ru	грудной	ANATOMY	1113-1120	C0817096
26271560_ru	грудных сосудов	ANATOMY	1308-1323	C0884017
26271560_ru	перикарда	ANATOMY	388-397	C0031050
26271560_ru	легких	ANATOMY	380-386	C0024109
26271560_ru	легкого	ANATOMY	1047-1054	C0024109
26271560_ru	шоковому	DISO	448-456	C0036974
26271560_ru	перикарда	ANATOMY	1254-1263	C0031050
26271560_ru	сосудов	ANATOMY	1173-1180	C0005847
26271560_ru	физиологических нарушений	DISO	610-635	CUILESS
26271560_ru	мышечных сосудов	ANATOMY	1096-1112	CUILESS
26271560_ru	сосудов грудной стенки	ANATOMY	356-378	CUILESS
26271560_ru	внутренних грудных сосудов	ANATOMY	1297-1323	CUILESS
26271560_ru	мышечных	ANATOMY	1096-1104	C4083049
26271560_ru	сердца	ANATOMY	400-406	C0018787
26271560_ru	внутриплеврального	ANATOMY	486-504	C3282906
26271560_ru	сердца	ANATOMY	1214-1220	C0018787
26271560_ru	сосудов	ANATOMY	356-363	C0005847
26271560_ru	сосудов	ANATOMY	1105-1112	C0005847
26271560_ru	груди	ANATOMY	75-80	C0817096
26271561_ru	стимулятор регенерации	CHEM	289-311	CUILESS
26271561_ru	циррозом	DISO	1173-1181	C0023890
26271561_ru	циррозе класса С	DISO	1280-1296	CUILESS
26271561_ru	аллоплант	CHEM	1297-1306	CUILESS
26271561_ru	Аллоплант	CHEM	1060-1069	CUILESS
26271561_ru	печеночно-клеточной недостаточности	DISO	792-827	C1306571
26271561_ru	гиперспленизма	DISO	875-889	C0020532
26271561_ru	аллопланта	CHEM	59-69	CUILESS
26271561_ru	цирротическую печень	ANATOMY	314-334	CUILESS
26271561_ru	циррозом класса А и В по Child-Pugh	DISO	1239-1274	CUILESS
26271561_ru	клеточной	ANATOMY	802-811	C0007634
26271561_ru	циррозом печени	DISO	248-263	C0023890
26271561_ru	печеночную	ANATOMY	1083-1093	C0023884
26271561_ru	печеночно	ANATOMY	792-801	C0023884
26271561_ru	печень	ANATOMY	328-334	C0023884
26271561_ru	печени	ANATOMY	257-263	C0023884
26271561_ru	печень	ANATOMY	1026-1032	C0023884
26271561_ru	аллоплант	CHEM	431-440	CUILESS
26271561_ru	печени	ANATOMY	1158-1164	C0023884
26271561_ru	холестатического синдромов	DISO	847-873	C0149904
26271561_ru	печеночной ткани	ANATOMY	85-101	C0736268
26271561_ru	печеночную ткань	ANATOMY	1083-1099	C0736268
26271561_ru	цитолитического синдромов	DISO	829-844,864-873	C1536403
26271561_ru	циррозом	DISO	248-256	C0023890
26271561_ru	печеночной	ANATOMY	85-95	C0023884
26271561_ru	циррозом	DISO	112-120	C0023890
26271561_ru	циррозе	DISO	1280-1287	C0023890
26271561_ru	криопреципитата	CHEM	41-56	C0443121
26271561_ru	цирротическую	DISO	314-327	C0023890
26271561_ru	циррозом	DISO	950-958	C0023890
26271561_ru	криопреципитат	CHEM	389-403	C0443121
26271561_ru	криопреципитата	CHEM	1008-1023	C0443121
26271561_ru	цирроз	DISO	570-576	C0023890
26271561_ru	стимулятор	CHEM	289-299	CUILESS
26271561_ru	циррозом	DISO	1239-1247	C0023890
26271562_ru	портальной гипертензии	DISO	1035-1057	C0020541
26271562_ru	портальной гипертензии	DISO	1232-1254	C0020541
26271562_ru	тяжелой сердечной недостаточности	DISO	999-1032	CUILESS
26271562_ru	тяжелой сердечной недостаточности	DISO	1601-1634	CUILESS
26271562_ru	сердечной	ANATOMY	1609-1618	C0018787
26271562_ru	нижней трети бедра	ANATOMY	723-741	CUILESS
26271562_ru	дистальнее нижней трети бедра	ANATOMY	712-741	CUILESS
26271562_ru	нижних конечностей	ANATOMY	1330-1348	C0023216
26271562_ru	Более проксимально расположенные артериовенозные соустья	ANATOMY	870-926	CUILESS
26271562_ru	ятрогения	DISO	461-470	C4524091
26271562_ru	конечностей	ANATOMY	1337-1348	C0015385
26271562_ru	конечности	ANATOMY	833-843	C0015385
26271562_ru	бедра	ANATOMY	736-741	C0039866
26271562_ru	сердечной	ANATOMY	1204-1213	C0018787
26271562_ru	гипертензии	DISO	1243-1254	C0020538
26271562_ru	гипертензии	DISO	1046-1057	C0020538
26271562_ru	нарушения опорной функции конечности	DISO	807-843	CUILESS
26271562_ru	артерий нижних конечностей	ANATOMY	1322-1348	C3888539
26271562_ru	артериовенозные соустья	ANATOMY	903-926	C0225984
26271562_ru	болевой	DISO	1393-1400	C0030193
26271562_ru	трофические изменения	DISO	846-867	C0852189
26271562_ru	артерий	ANATOMY	565-572	C0003842
26271562_ru	артерий	ANATOMY	1322-1329	C0003842
26271562_ru	болевой	DISO	790-797	C0030193
26271562_ru	артериовенозного сброса	DISO	1566-1589	C0003855
26271562_ru	сердечной недостаточности	DISO	1007-1032	C0018801
26271562_ru	сердечной недостаточности	DISO	1204-1229	C0018801
26271562_ru	сердечной недостаточности	DISO	1609-1634	C0018801
26271562_ru	болевой синдром	DISO	1393-1408	C0391976
26271562_ru	артериовенозные	ANATOMY	903-918	C0450109
26271562_ru	артериовенозных	ANATOMY	44-59	C0450109
26271562_ru	артериовенозных	ANATOMY	1299-1314	C0450109
26271562_ru	сердечной	ANATOMY	1007-1016	C0018787
26271562_ru	соустья	ANATOMY	919-926	C0225984
26271562_ru	болевой синдром	DISO	790-805	C0391976
26271562_ru	портальной	ANATOMY	1232-1242	C0032717
26271562_ru	портальной	ANATOMY	1035-1045	C0032717
26271562_ru	артериовенозного	ANATOMY	1566-1582	C0450109
26271563_ru	левосторонний гидроторакс	DISO	686-711	CUILESS
26271563_ru	непаразитарных кист	DISO	204-223	CUILESS
26271563_ru	НК	DISO	225-227	CUILESS
26271563_ru	НК	DISO	1024-1026	CUILESS
26271563_ru	области резекции	ANATOMY	736-752	CUILESS
26271563_ru	патологического образования	ANATOMY	1048-1075	C0027651
26271563_ru	нижнего полюса	ANATOMY	1200-1214	C0229678
26271563_ru	селезенки	ANATOMY	1105-1114	C0037993
26271563_ru	жидкостное скопление	DISO	713-733	C0333229
26271563_ru	селезенки	ANATOMY	498-507	C0037993
26271563_ru	осложнения	DISO	674-684	C0009566
26271563_ru	селезенки	ANATOMY	229-238	C0037993
26271563_ru	селезенки	ANATOMY	1010-1019	C0037993
26271563_ru	кист	DISO	219-223	C0010709
26271563_ru	селезенки	ANATOMY	87-96	C0037993
26271563_ru	спленомегалия	DISO	1176-1189	C0038002
26271563_ru	осложнений	DISO	614-624	C0009566
26271563_ru	тела	ANATOMY	1161-1165	C0242821
26271563_ru	гидроторакс	DISO	700-711	C0020312
26271563_ru	верхнем полюсе	ANATOMY	1078-1092	C4513505
26271563_ru	воротах селезенки	ANATOMY	1097-1114	C1280316
26271565_ru	гнойного	DISO	856-864	C3203360
26271565_ru	сахарный диабет	DISO	777-792	C0011849
26271565_ru	артрит	DISO	1221-1227	C0003864
26271565_ru	артрит	DISO	598-604	C0003864
26271565_ru	артритом	DISO	360-368	C0003864
26271565_ru	грудино	ANATOMY	111-118	C0038293
26271565_ru	артрит	DISO	1067-1073	C0003864
26271565_ru	сепсисе	DISO	886-893	C0243026
26271565_ru	наркомания	DISO	795-805	C5197877
26271565_ru	ГКС	ANATOMY	1074-1077	C0038291
26271565_ru	ГКС	ANATOMY	1464-1467	C0038291
26271565_ru	грудино-ключичного сочленения	ANATOMY	111-140	C0038291
26271565_ru	ГКС	ANATOMY	369-372	C0038291
26271565_ru	ГКС	ANATOMY	142-145	C0038291
26271565_ru	артрита грудино-ключичного сочленения	DISO	103-140	C5222714
26271565_ru	артрита	DISO	103-110	C0003864
26271565_ru	инфекционного артрита	DISO	89-110	C0003869
26271565_ru	Инфекционный артрит	DISO	1054-1073	C0003869
26271565_ru	инфекционным артритом	DISO	347-368	C0003869
26271565_ru	метастазирования	DISO	865-881	C0027627
26271565_ru	острых воспалительных явлений	DISO	1517-1546	C0333361
26271565_ru	флегмоне	DISO	1358-1366	C0007642
26271565_ru	флегмона	DISO	623-631	C0007642
26271565_ru	тканей	ANATOMY	581-587	C0040300
26271565_ru	остеоартрит	DISO	633-644	C0029408
26271565_ru	серозный	ANATOMY	589-597	C0229671
26271565_ru	воспалительных явлений	DISO	1524-1546	C0021368
26271565_ru	ключичного	ANATOMY	119-129	C0008913
26271565_ru	инфекционным артритом ГКС	DISO	347-372	C0409529
26271565_ru	параартикулярной флегмоне	DISO	1341-1366	CUILESS
26271565_ru	инфекционного артрита грудино-ключичного сочленения	DISO	89-140	C0409529
26271565_ru	гнойного метастазирования	DISO	856-881	CUILESS
26271565_ru	Инфекционный артрит ГКС	DISO	1054-1077	C0409529
26271565_ru	серозный артрит	DISO	1212-1227	C0409651
26271565_ru	параартикулярная	ANATOMY	606-622	C0039509
26271565_ru	диабет	DISO	786-792	C0011847
26271565_ru	поражения тканей	DISO	571-587	C0263660
26271565_ru	очага	ANATOMY	1448-1453	CUILESS
26271565_ru	параартикулярная флегмона	DISO	606-631	CUILESS
26271565_ru	серозный	ANATOMY	1212-1220	C0229671
26271565_ru	фоновых заболеваний	DISO	745-764	CUILESS
26271565_ru	параартикулярной	ANATOMY	1341-1357	C0039509
26271565_ru	серозный артрит	DISO	589-604	C0409651
26271567_ru	брюшной	ANATOMY	220-227	C0031153
26271567_ru	лейкоцитарного	ANATOMY	1066-1080	C0023516
26271567_ru	перитонитов	DISO	1927-1938	C0031154
26271567_ru	перитонитом	DISO	333-344	C0031154
26271567_ru	перитонита	DISO	73-83	C0031154
26271567_ru	мезенхимально	ANATOMY	1521-1534	C0025485
26271567_ru	лейкоцитов	ANATOMY	1054-1064	C0023516
26271567_ru	печени	ANATOMY	1484-1490	C0023884
26271567_ru	перитонитом	DISO	933-944	C0031154
26271567_ru	цитолитического	DISO	1503-1518	C0070410
26271567_ru	комбинированных препаратов	CHEM	1692-1718	C0013162
26271567_ru	Реамберина	CHEM	1736-1746	C2933940
26271567_ru	тела	ANATOMY	1391-1395	C0005891
26271567_ru	антигипоксанта	CHEM	1721-1735	CUILESS
26271567_ru	гнойных	DISO	1919-1926	C3203360
26271567_ru	альбумина	CHEM	1187-1196	C0201838
26271567_ru	Ремаксол	CHEM	1635-1643	C3179567
26271567_ru	брюшной полости	ANATOMY	1836-1851	C0230168
26271567_ru	брюшной	ANATOMY	1836-1843	C0000726
26271567_ru	Ремаксол	CHEM	686-694	C3179567
26271567_ru	гнойным	DISO	925-932	C3203360
26271567_ru	трансаминаз	CHEM	1205-1216	C0919834
26271567_ru	Ремаксола	CHEM	160-169	C3179567
26271567_ru	гепатопротектора	CHEM	143-159	C1512412
26271567_ru	гнойным	DISO	325-332	C3203360
26271567_ru	гепатопротектор	CHEM	670-685	C1512412
26271567_ru	брюшной полости	ANATOMY	851-866	C0230168
26271567_ru	белково	CHEM	1454-1461	C0202202
26271567_ru	брюшной полости	ANATOMY	220-235	C0230168
26271567_ru	симптомов интоксикации	DISO	1338-1360	C0858786
26271567_ru	гнойного	DISO	64-72	C3203360
26271567_ru	Реамберин	CHEM	655-664	C2933940
26271567_ru	гепатопротектора	CHEM	1748-1764	C1512412
26271567_ru	антигипоксанта	CHEM	115-129	CUILESS
26271567_ru	энтеральной недостаточности	DISO	1410-1437	C1262224
26271567_ru	гнойным перитонитом	DISO	325-344	C0341504
26271567_ru	Реамберина	CHEM	130-140	C2933940
26271567_ru	распространенного гнойного перитонита	DISO	46-83	CUILESS
26271567_ru	антигипоксант	CHEM	615-628	CUILESS
26271567_ru	мезенхимально-воспалительного синдромов	DISO	1521-1560	CUILESS
26271567_ru	распространенных гнойных перитонитов	DISO	1902-1938	CUILESS
26271567_ru	брюшной	ANATOMY	851-858	C0000726
26271567_ru	гнойного перитонита	DISO	64-83	C0341504
26271567_ru	гнойным перитонитом	DISO	925-944	C0341504
26271567_ru	энтеральной	ANATOMY	1410-1421	CUILESS
26271567_ru	Ремаксола	CHEM	1765-1774	C3179567
26271567_ru	распространенным гнойным перитонитом	DISO	908-944	CUILESS
26271567_ru	эритроцитов	ANATOMY	1142-1153	C0014792
26271567_ru	распространенным гнойным перитонитом	DISO	308-344	CUILESS
26271567_ru	Реамберин	CHEM	629-638	C2933940
26271567_ru	гнойных перитонитов	DISO	1919-1938	C0341504
26271568_ru	СДС	DISO	407-410	C0206172
26271568_ru	коллагена	CHEM	736-745	C0009325
26271568_ru	синдрома диабетической стопы	DISO	101-129	C0206172
26271568_ru	гнойно-фибринозного налета	ANATOMY	459-485	CUILESS
26271568_ru	диабетической стопы	DISO	110-129	C0206172
26271568_ru	раневой биопленки	ANATOMY	487-504	CUILESS
26271568_ru	кожи	ANATOMY	359-363	C1123023
26271568_ru	участков некроза	ANATOMY	441-457	CUILESS
26271568_ru	СДС	DISO	1342-1345	C0206172
26271568_ru	тканей	ANATOMY	373-379	C0040300
26271568_ru	мягких тканей	ANATOMY	366-379	C0225317
26271568_ru	СДС	DISO	1043-1046	C0206172
26271568_ru	диабетической	DISO	110-123	C0011849
26271568_ru	СДС	DISO	131-134	C0206172
26271568_ru	мягких тканей	ANATOMY	220-233	C0225317
26271568_ru	биопластических материалов	CHEM	1240-1266	C0005554
26271568_ru	коллост	CHEM	1267-1274	CUILESS
26271568_ru	стопы	ANATOMY	124-129	C0016504
26271568_ru	коллагена	CHEM	694-703	C0009325
26271568_ru	кожи	ANATOMY	213-217	C1123023
26271568_ru	нейроишемической формой СДС	DISO	1318-1345	C0406527
26271568_ru	нейроишемической форме СДС	DISO	384-410	C0406527
26271568_ru	нейроишемической формы СДС	DISO	1020-1046	C0406527
26271568_ru	нейроишемической формой синдрома диабетической стопы	DISO	77-129	C0406527
26271568_ru	гнойно	DISO	459-465	C3203360
26271568_ru	коллагена I типа	CHEM	736-752	C0041455
26271568_ru	коллагена I типа	CHEM	694-710	C0041455
26271568_ru	тканей	ANATOMY	227-233	C0040300
26271696_ru	повышенной чувствительности зубов	DISO	957-990	C4761205
26271696_ru	зубов	ANATOMY	193-198	C0040426
26271696_ru	повышенная стираемость	DISO	1214-1236	C2717979
26271696_ru	эмали	ANATOMY	440-445	C0011350
26271696_ru	боль	DISO	733-737	C0030193
26271696_ru	зубов	ANATOMY	465-470	C0040426
26271696_ru	вестибулярной поверхности	ANATOMY	1083-1108	C0226986
26271696_ru	гиперестезия	DISO	825-837	C0020453
26271696_ru	зубов	ANATOMY	985-990	C0040426
26271696_ru	кариес зубов	DISO	360-372	C0011334
26271696_ru	зубов	ANATOMY	838-843	C0040426
26271696_ru	зубов	ANATOMY	367-372	C0040426
26271696_ru	коронок зубов	ANATOMY	457-470	C0226993
26271696_ru	гиперестезию зубов	DISO	307-325	C4761205
26271696_ru	кариес	DISO	360-366	C0333519
26271696_ru	твердых тканей	ANATOMY	1013-1027	C1267559
26271696_ru	повышенной чувствительности	DISO	150-177	C4761205
26271696_ru	твердых тканей	ANATOMY	1237-1251	C1267559
26271696_ru	зубов	ANATOMY	1252-1257	C0040426
26271696_ru	твердых тканей	ANATOMY	178-192	C1267559
26271696_ru	стираемость	DISO	1225-1236	C0040428
26271696_ru	твердых тканей зубов	ANATOMY	1237-1257	C1267559
26271696_ru	гиперестезией	DISO	705-718	C0020453
26271696_ru	гиперестезию	DISO	307-319	C0020453
26271696_ru	гиперестезия зубов	DISO	825-843	C4761205
26271696_ru	рецессия десны	DISO	374-388	C0017572
26271696_ru	эрозии	DISO	411-417	C0040436
26271696_ru	зубов	ANATOMY	593-598	C0040426
26271696_ru	убыль их твердых тканей	DISO	1004-1027	CUILESS
26271696_ru	десны	ANATOMY	383-388	C0017562
26271696_ru	твердых тканей зубов	ANATOMY	178-198	C1267559
26271696_ru	повышенная чувствительность зубов	DISO	565-598	C4761205
26271696_ru	зубов	ANATOMY	320-325	C0040426
26271703_ru	некроза	DISO	1281-1288	C0027540
26271703_ru	тканей	ANATOMY	1297-1303	C0040300
26271703_ru	зубных рядов	ANATOMY	1382-1394	C0011443
26271703_ru	дентина	ANATOMY	1038-1045	C0011429
26271703_ru	эмали	ANATOMY	1030-1035	C0011350
26271703_ru	некроза твердых тканей	DISO	1281-1303	C0011407
26271703_ru	структурные изменения корней зубов	DISO	1429-1463	CUILESS
26271703_ru	вторичного отсутствия зубов	DISO	1177-1204	CUILESS
26271703_ru	преждевременное закрытие зон роста	DISO	751-785	C0151628
26271703_ru	некроза	DISO	1062-1069	C0027540
26271703_ru	зубочелюстной системы	ANATOMY	261-282	C0541695
26271703_ru	корней	ANATOMY	861-867	C0040452
26271703_ru	твердых тканей	ANATOMY	1289-1303	C1267559
26271703_ru	удаленных зубов	ANATOMY	384-399	C0040440
26271703_ru	корней	ANATOMY	1451-1457	C0040452
26271703_ru	аплазия	DISO	675-682	C0243065
26271703_ru	аплазии зачатков	DISO	1211-1227	C1619700
26271703_ru	аплазии	DISO	1331-1338	C0243065
26271703_ru	аплазия зачатков	DISO	675-691	C1619700
26271703_ru	зубов	ANATOMY	1253-1258	C0040426
26271703_ru	пришеечных областях	ANATOMY	1104-1123	C0920882
26271703_ru	зубов	ANATOMY	394-399	C0040426
26271703_ru	зубов	ANATOMY	534-539	C0040426
26271703_ru	зубов	ANATOMY	788-793	C0040426
26271703_ru	зубов	ANATOMY	894-899	C0040426
26271703_ru	зубов	ANATOMY	1199-1204	C0040426
26271703_ru	зубов	ANATOMY	667-672	C0040426
26271703_ru	зубов	ANATOMY	1458-1463	C0040426
26271703_ru	зубных	ANATOMY	1382-1388	C0040426
26271703_ru	зачатков	ANATOMY	953-961	C0040442
26271703_ru	зубочелюстной системы	ANATOMY	56-77	C0541695
26271703_ru	аплазии	DISO	1211-1218	C0243065
26271703_ru	зачатков	ANATOMY	683-691	C0040442
26271703_ru	корней зубов	ANATOMY	1451-1463	C0040452
26271703_ru	зачатков	ANATOMY	1219-1227	C0040442
26281190_ru	почек	ANATOMY	171-176	C0022646
26281190_ru	сыворотке крови	ANATOMY	843-858	C0229671
26281190_ru	сыворотке	ANATOMY	1463-1472	C0229671
26281190_ru	цистатина С	CHEM	53-64	C0071744
26281190_ru	гипертрофии	DISO	92-103	C0020564
26281190_ru	сыворотки	ANATOMY	65-74	C0229671
26281190_ru	цистатина	CHEM	53-62	C0010646
26281190_ru	сыворотки крови	ANATOMY	65-80	C0229671
26281190_ru	сыворотке	ANATOMY	676-685	C0229671
26281190_ru	сыворотке	ANATOMY	843-852	C0229671
26281190_ru	цистатина	CHEM	1098-1107	C0010646
26281190_ru	артериальную	ANATOMY	1323-1335	C0003842
26281190_ru	Цистатин	CHEM	1450-1458	C0010646
26281190_ru	ГЛЖ	DISO	1189-1192	C0149721
26281190_ru	цистатина	CHEM	662-671	C0010646
26281190_ru	ГЛЖ	DISO	718-721	C0149721
26281190_ru	сыворотке крови	ANATOMY	676-691	C0229671
26281190_ru	желудочка	ANATOMY	120-129	C0018827
26281190_ru	желудочка	ANATOMY	1299-1308	C0018827
26281190_ru	ГЛЖ	DISO	1053-1056	C0149721
26281190_ru	Цистатин С	CHEM	1450-1460	C0071744
26281190_ru	цистатина	CHEM	829-838	C0010646
26281190_ru	цистатина С	CHEM	1356-1367	C0071744
26281190_ru	цистатина С	CHEM	1098-1109	C0071744
26281190_ru	ГЛЖ	DISO	131-134	C0149721
26281190_ru	цистатином С	CHEM	1038-1050	C0071744
26281190_ru	цистатина С	CHEM	662-673	C0071744
26281190_ru	ГЛЖ	DISO	1522-1525	C0149721
26281190_ru	гипертрофии миокарда левого желудочка	DISO	92-129	C0149721
26281190_ru	миокарда	ANATOMY	104-112	C0027061
26281190_ru	миокарда	ANATOMY	1283-1291	C0027061
26281190_ru	крови	ANATOMY	853-858	C0005767
26281190_ru	цистатина	CHEM	1356-1365	C0010646
26281190_ru	цистатина С	CHEM	829-840	C1619716
26281190_ru	крови	ANATOMY	686-691	C0005767
26281190_ru	болезнью почек	DISO	162-176	CUILESS
26281190_ru	гипертонию	DISO	1336-1346	C0020538
26281190_ru	цистатином	CHEM	1038-1048	CUILESS
26281190_ru	ХБП	DISO	1207-1210	C1561643
26281190_ru	ХБП	DISO	239-242	C1561643
26281190_ru	ХБП	DISO	1577-1580	C1561643
26281190_ru	хронической болезнью почек	DISO	150-176	C1561643
26281190_ru	миокарда левого желудочка	ANATOMY	104-129	C0225899
26281190_ru	миокарда левого желудочка	ANATOMY	1283-1308	C0225899
26281190_ru	левого желудочка	ANATOMY	113-129	C0225897
26281190_ru	ХБП	DISO	178-181	C1561643
26281190_ru	левого желудочка	ANATOMY	1292-1308	C0225897
26281190_ru	ХБП додиализной стадии	DISO	1207-1229	CUILESS
26281190_ru	крови	ANATOMY	75-80	C0005767
26281190_ru	ХБП недиабетической этиологии	DISO	239-268	CUILESS
26281190_ru	артериальную гипертонию	DISO	1323-1346	C0020538
26281193_ru	ХГН	DISO	1560-1563	C0152451
26281193_ru	подокаликсином	CHEM	686-700	C0137431
26281193_ru	ХГН	DISO	302-305	C0152451
26281193_ru	нефрита	DISO	1092-1099	C0027697
26281193_ru	нефрита	DISO	332-339	C0027697
26281193_ru	нарушенной функцией почек	DISO	1129-1154	C1565489
26281193_ru	эндотелия сосудов	ANATOMY	816-833	C0014261
26281193_ru	белка теплового шока-27	CHEM	726-749	C0018847
26281193_ru	БТШ-27	CHEM	751-757	C0018847
26281193_ru	белка теплового шока	CHEM	726-746	C0018850
26281193_ru	факторов воспаления	CHEM	1186-1205	CUILESS
26281193_ru	БТШ	CHEM	751-754	C0018850
26281193_ru	БТШ	CHEM	1245-1248	C0018850
26281193_ru	ИЛ-6	CHEM	784-788	C0021760
26281193_ru	БТШ-27	CHEM	1245-1251	C0018847
26281193_ru	неактивным течением нефрита	DISO	312-339	CUILESS
26281193_ru	хронического гломерулонефрита	DISO	53-82	C0152451
26281193_ru	нефротическим синдромом	DISO	407-430	C0027726
26281193_ru	НУ	DISO	1380-1382	CUILESS
26281193_ru	ИЛ	CHEM	1207-1209	C0021764
26281193_ru	эндотелия	ANATOMY	816-825	C0014257
26281193_ru	повреждения подоцитов	DISO	939-960	C2826598
26281193_ru	НС	DISO	1018-1020	C0027726
26281193_ru	интерлейкина-6	CHEM	768-782	C0021760
26281193_ru	почек	ANATOMY	1149-1154	C0022646
26281193_ru	НС	DISO	480-482	C0027726
26281193_ru	повреждения подоцитов	DISO	110-131	C2826598
26281193_ru	НС	DISO	488-490	C0027726
26281193_ru	ХГН	DISO	84-87	C0152451
26281193_ru	нефротическим	DISO	407-420	C0027726
26281193_ru	НС	DISO	433-435	C0027726
26281193_ru	интерлейкина	CHEM	768-780	C0021764
26281193_ru	ХГН	DISO	1357-1360	C0152451
26281193_ru	антител	CHEM	668-675	C0003241
26281193_ru	НС	DISO	1102-1104	C0027726
26281193_ru	факторы повреждения	CHEM	1661-1680	CUILESS
26281193_ru	подоцитурии	DISO	610-621	C5230643
26281193_ru	каспаза	CHEM	1224-1231	C0010656
26281193_ru	каспазы	CHEM	791-798	C0010656
26281193_ru	мочевым синдромом	DISO	370-387	C0042075
26281193_ru	НУ	DISO	721-723	CUILESS
